Timestamps,R715,R619,B113s,Date
2018-08-25 19:54,85.01,72.57,24.72,2018/08/25
2018-08-25 20:54,89.63,76.26,26.18,2018/08/25
2018-08-25 21:54,93.19,80.06,27.65,2018/08/25
2018-08-25 22:54,98.04,83.82,29.15,2018/08/25
2018-08-25 23:54,0,0,0,2018/08/25
2018-08-26 0:54,2.98,3.7,1.47,2018/08/26
2018-08-26 1:54,8.15,7.4,2.94,2018/08/26
2018-08-26 2:54,11.57,11.09,4.43,2018/08/26
2018-08-26 3:54,14.79,14.85,5.84,2018/08/26
2018-08-26 4:54,19.91,18.32,7,2018/08/26
2018-08-26 5:54,22.93,21.76,8.15,2018/08/26
2018-08-26 6:54,27.09,25.31,9.3,2018/08/26
2018-08-26 7:54,31.7,28.95,10.45,2018/08/26
2018-08-26 8:54,36.11,32.6,11.6,2018/08/26
2018-08-26 9:54,40.94,36.44,12.75,2018/08/26
2018-08-26 10:54,45.41,40.16,13.9,2018/08/26
2018-08-26 11:54,50.26,44.19,15.04,2018/08/26
2018-08-26 12:54,54.86,47.83,16.19,2018/08/26
2018-08-26 13:54,59.19,51.56,17.33,2018/08/26
2018-08-26 14:54,64.46,55.28,18.48,2018/08/26
2018-08-26 15:54,69.39,59.13,19.68,2018/08/26
2018-08-26 16:54,74.11,63,21.08,2018/08/26
2018-08-26 17:54,77.13,66.81,22.52,2018/08/26
2018-08-26 18:54,82.3,70.65,23.95,2018/08/26
2018-08-26 19:54,85.53,74.55,25.38,2018/08/26
2018-08-26 20:54,90.73,78.37,26.82,2018/08/26
2018-08-26 21:54,94.16,82.19,28.26,2018/08/26
2018-08-26 22:54,98.75,85.68,29.69,2018/08/26
2018-08-26 23:54,0,0,0,2018/08/26
2018-08-27 0:54,3.67,3.53,1.44,2018/08/27
2018-08-27 1:54,6.76,7.25,2.88,2018/08/27
2018-08-27 2:54,11.18,10.89,4.31,2018/08/27
2018-08-27 3:54,15.12,14.63,5.76,2018/08/27
2018-08-27 4:54,18.54,18.32,7.2,2018/08/27
2018-08-27 5:54,22.34,22.09,8.65,2018/08/27
2018-08-27 6:54,25.61,25.72,10.08,2018/08/27
2018-08-27 7:54,29.21,29.47,11.52,2018/08/27
2018-08-27 8:54,33.98,33.14,12.94,2018/08/27
2018-08-27 9:54,#N/A,#N/A,#N/A,2018/08/27
2018-08-27 10:54,#N/A,#N/A,#N/A,2018/08/27
2018-08-27 11:54,46.7,44.57,17.04,2018/08/27
2018-08-27 12:54,50.82,48.19,18.21,2018/08/27
2018-08-27 13:54,55.5,52.58,19.44,2018/08/27
2018-08-27 14:54,59.92,56.8,20.81,2018/08/27
2018-08-27 15:54,63.42,61.65,22.49,2018/08/27
2018-08-27 16:54,67.92,66.64,24.15,2018/08/27
2018-08-27 17:54,71.11,70.54,25.81,2018/08/27
2018-08-27 18:54,76.1,74.47,27.47,2018/08/27
2018-08-27 19:54,79.46,78.21,29.14,2018/08/27
2018-08-27 20:54,83.36,81.97,30.81,2018/08/27
2018-08-27 21:54,86.96,85.57,32.47,2018/08/27
2018-08-27 22:54,91.25,89.29,34.13,2018/08/27
2018-08-27 23:54,0,0.49,0.14,2018/08/27
2018-08-28 0:54,3.36,4.12,1.79,2018/08/28
2018-08-28 1:54,7.04,7.77,3.45,2018/08/28
2018-08-28 2:54,10.72,11.13,5.1,2018/08/28
2018-08-28 3:54,14.67,14.56,6.76,2018/08/28
2018-08-28 4:54,18.38,18.12,8.42,2018/08/28
2018-08-28 5:54,21.97,21.71,10.08,2018/08/28
2018-08-28 6:54,25.14,25.35,11.74,2018/08/28
2018-08-28 7:54,29.27,29,13.39,2018/08/28
2018-08-28 8:54,32.88,32.74,15.04,2018/08/28
2018-08-28 9:54,37.17,36.42,16.69,2018/08/28
2018-08-28 10:54,41.24,40.21,18.36,2018/08/28
2018-08-28 11:54,46.06,43.97,19.91,2018/08/28
2018-08-28 12:54,50.72,49.6,21.39,2018/08/28
2018-08-28 13:54,53.98,55.32,22.62,2018/08/28
2018-08-28 14:54,57.47,59.09,23.86,2018/08/28
2018-08-28 15:54,61.94,64.23,25.19,2018/08/28
2018-08-28 16:54,67.18,69.61,26.48,2018/08/28
2018-08-28 17:54,71.21,76.43,27.61,2018/08/28
2018-08-28 18:54,74.44,82.63,28.74,2018/08/28
2018-08-28 19:54,77.62,87.88,29.87,2018/08/28
2018-08-28 20:54,82.08,92.82,30.99,2018/08/28
2018-08-28 21:54,85.84,96.49,32.11,2018/08/28
2018-08-28 22:54,89.31,100.18,33.51,2018/08/28
2018-08-28 23:54,0,0.31,0.11,2018/08/28
2018-08-29 0:54,3.93,4.2,1.64,2018/08/29
2018-08-29 1:54,7.08,8.09,3.16,2018/08/29
2018-08-29 2:54,10.9,11.9,4.57,2018/08/29
2018-08-29 3:54,14.15,15.57,5.93,2018/08/29
2018-08-29 4:54,17.52,19.23,7.29,2018/08/29
2018-08-29 5:54,21.09,22.9,8.64,2018/08/29
2018-08-29 6:54,24.48,26.53,9.99,2018/08/29
2018-08-29 7:54,27.99,30.12,11.34,2018/08/29
2018-08-29 8:54,31.65,34.03,12.69,2018/08/29
2018-08-29 9:54,36,38.11,14.09,2018/08/29
2018-08-29 10:54,39.65,44.9,15.46,2018/08/29
2018-08-29 11:54,44.73,50.83,16.84,2018/08/29
2018-08-29 12:54,47.95,57.63,18.19,2018/08/29
2018-08-29 13:54,52.39,62.22,19.54,2018/08/29
2018-08-29 14:54,55.88,69.11,20.88,2018/08/29
2018-08-29 15:54,61.12,74.79,22.23,2018/08/29
2018-08-29 16:54,65.81,81.63,23.64,2018/08/29
2018-08-29 17:54,70.58,88.39,24.98,2018/08/29
2018-08-29 18:54,74.35,95.09,26.1,2018/08/29
2018-08-29 19:54,77.61,101.78,27.23,2018/08/29
2018-08-29 20:54,80.63,105.4,28.36,2018/08/29
2018-08-29 21:54,84.7,112.09,29.48,2018/08/29
2018-08-29 22:54,88.25,117.39,30.61,2018/08/29
2018-08-29 23:54,0,0.56,0.09,2018/08/29
2018-08-30 0:54,3.49,5.01,1.22,2018/08/30
2018-08-30 1:54,6.76,11.02,2.34,2018/08/30
2018-08-30 2:54,9.75,15.93,3.37,2018/08/30
2018-08-30 3:54,13.49,22.49,4.59,2018/08/30
2018-08-30 4:54,17.26,27.74,5.63,2018/08/30
2018-08-30 5:54,20.24,31.83,6.82,2018/08/30
2018-08-30 6:54,24.07,35.88,8,2018/08/30
2018-08-30 7:54,27.36,42.38,9.12,2018/08/30
2018-08-30 8:54,30.96,47.63,10.24,2018/08/30
2018-08-30 9:54,34.59,54.25,11.4,2018/08/30
2018-08-30 10:54,37.71,60.91,12.73,2018/08/30
2018-08-30 11:54,42.81,67.68,14.06,2018/08/30
2018-08-30 12:54,46.36,73,15.57,2018/08/30
2018-08-30 13:54,51.17,77.72,17,2018/08/30
2018-08-30 14:54,55.64,81.96,18.42,2018/08/30
2018-08-30 15:54,60.51,88.79,19.84,2018/08/30
2018-08-30 16:54,65,95.58,21.26,2018/08/30
2018-08-30 17:54,67.73,102.28,22.71,2018/08/30
2018-08-30 18:54,70.67,108.91,24.13,2018/08/30
2018-08-30 19:54,74.11,113.84,25.55,2018/08/30
2018-08-30 20:54,77.94,120.08,26.97,2018/08/30
2018-08-30 21:54,80.71,124.63,28.39,2018/08/30
2018-08-30 22:54,84,131.28,29.82,2018/08/30
2018-08-30 23:54,0,0.56,0,2018/08/30
2018-08-31 0:54,3.24,6.6,1.42,2018/08/31
2018-08-31 1:54,7.02,11.13,2.84,2018/08/31
2018-08-31 2:54,10.57,17.7,4.27,2018/08/31
2018-08-31 3:54,13.54,21.3,5.69,2018/08/31
2018-08-31 4:54,16.63,26.73,7.12,2018/08/31
2018-08-31 5:54,19.91,30.65,8.52,2018/08/31
2018-08-31 6:54,23.06,35.11,9.91,2018/08/31
2018-08-31 7:54,26.61,40.69,11.29,2018/08/31
2018-08-31 8:54,30.17,44.9,12.68,2018/08/31
2018-08-31 9:54,33.71,51.67,14.06,2018/08/31
2018-08-31 10:54,38.01,58.49,15.45,2018/08/31
2018-08-31 11:54,41.61,65.27,16.83,2018/08/31
2018-08-31 12:54,45.63,72.09,18.21,2018/08/31
2018-08-31 13:54,49.53,77.81,19.6,2018/08/31
2018-08-31 14:54,52.72,84.56,20.99,2018/08/31
2018-08-31 15:54,56.03,91.26,22.39,2018/08/31
2018-08-31 16:54,59.61,97.95,23.78,2018/08/31
2018-08-31 17:54,62.61,100.83,25.18,2018/08/31
2018-08-31 18:54,66.59,105.33,26.58,2018/08/31
2018-08-31 19:54,70.09,112,27.97,2018/08/31
2018-08-31 20:54,73.28,116.96,29.36,2018/08/31
2018-08-31 21:54,76.5,123.57,30.76,2018/08/31
2018-08-31 22:54,80.1,128.08,32.16,2018/08/31
2018-08-31 23:54,0,0,0,2018/08/31
2018-09-01 0:54,2.84,3.82,1.4,2018/09/01
2018-09-01 1:54,6.63,7.82,2.8,2018/09/01
2018-09-01 2:54,9.32,12.22,4.2,2018/09/01
2018-09-01 3:54,12.4,16.8,5.6,2018/09/01
2018-09-01 4:54,15.76,21.05,7,2018/09/01
2018-09-01 5:54,19.22,25.47,8.4,2018/09/01
2018-09-01 6:54,22.73,29.89,9.81,2018/09/01
2018-09-01 7:54,26.03,34.9,11.2,2018/09/01
2018-09-01 8:54,28.95,41.49,12.59,2018/09/01
2018-09-01 9:54,34.3,46.68,13.98,2018/09/01
2018-09-01 10:54,38.3,53.39,15.49,2018/09/01
2018-09-01 11:54,43.73,58.48,16.68,2018/09/01
2018-09-01 12:54,46.91,62.28,17.87,2018/09/01
2018-09-01 13:54,51.26,68.14,19.05,2018/09/01
2018-09-01 14:54,55.88,74.82,20.24,2018/09/01
2018-09-01 15:54,59.28,79.81,21.43,2018/09/01
2018-09-01 16:54,63.11,86.44,22.62,2018/09/01
2018-09-01 17:54,66.8,89.66,23.8,2018/09/01
2018-09-01 18:54,70.46,96.07,24.98,2018/09/01
2018-09-01 19:54,75,101.46,26.17,2018/09/01
2018-09-01 20:54,78.5,106,27.35,2018/09/01
2018-09-01 21:54,81.81,110.24,28.55,2018/09/01
2018-09-01 22:54,85.05,114.71,29.74,2018/09/01
2018-09-01 23:54,0,0,0,2018/09/01
2018-09-02 0:54,3.32,3.21,1,2018/09/02
2018-09-02 1:54,6.53,8,2.4,2018/09/02
2018-09-02 2:54,9.84,11.18,3.6,2018/09/02
2018-09-02 3:54,13.26,14.62,4.8,2018/09/02
2018-09-02 4:54,16.62,18.78,5.99,2018/09/02
2018-09-02 5:54,20.03,22.12,7.19,2018/09/02
2018-09-02 6:54,23.34,25.94,8.38,2018/09/02
2018-09-02 7:54,26.74,29.18,9.57,2018/09/02
2018-09-02 8:54,28.99,32.24,10.76,2018/09/02
2018-09-02 9:54,29.34,34,11.95,2018/09/02
2018-09-02 10:54,29.65,35.74,13.13,2018/09/02
2018-09-02 11:54,29.99,37.49,14.3,2018/09/02
2018-09-02 12:54,30.32,39.23,15.47,2018/09/02
2018-09-02 13:54,30.63,40.97,16.64,2018/09/02
2018-09-02 14:54,30.97,42.72,17.81,2018/09/02
2018-09-02 15:54,31.27,44.46,18.99,2018/09/02
2018-09-02 16:54,31.6,46.21,20.17,2018/09/02
2018-09-02 17:54,31.9,47.96,21.35,2018/09/02
2018-09-02 18:54,32.38,49.71,22.52,2018/09/02
2018-09-02 19:54,32.68,51.44,23.7,2018/09/02
2018-09-02 20:54,33.04,53.18,24.88,2018/09/02
2018-09-02 21:54,33.37,54.93,26.06,2018/09/02
2018-09-02 22:54,33.7,56.69,27.24,2018/09/02
2018-09-02 23:54,34.01,58.54,28.43,2018/09/02
2018-09-03 0:54,0.26,1.45,0.99,2018/09/03
2018-09-03 1:54,0.61,3.2,2.17,2018/09/03
2018-09-03 2:54,0.91,4.95,3.36,2018/09/03
2018-09-03 3:54,1.24,6.72,4.55,2018/09/03
2018-09-03 4:54,1.61,8.48,5.74,2018/09/03
2018-09-03 5:54,1.89,10.24,6.94,2018/09/03
2018-09-03 6:54,2.24,12,8.13,2018/09/03
2018-09-03 7:54,2.56,13.75,9.32,2018/09/03
2018-09-03 8:54,2.88,15.51,10.51,2018/09/03
2018-09-03 9:54,4.2,17.9,11.73,2018/09/03
2018-09-03 10:54,8.8,24.03,12.89,2018/09/03
2018-09-03 11:54,13.42,30.22,13.85,2018/09/03
2018-09-03 12:54,17.82,35.89,14.99,2018/09/03
2018-09-03 13:54,22.4,39.87,16.09,2018/09/03
2018-09-03 14:54,26.6,44.1,17.18,2018/09/03
2018-09-03 15:54,30.67,48.78,18.27,2018/09/03
2018-09-03 16:54,35.63,54.15,19.36,2018/09/03
2018-09-03 17:54,40.12,59.42,20.46,2018/09/03
2018-09-03 18:54,44.28,65.17,21.55,2018/09/03
2018-09-03 19:54,48.22,69.77,22.65,2018/09/03
2018-09-03 20:54,52.11,74.21,23.75,2018/09/03
2018-09-03 21:54,56.13,77.98,24.84,2018/09/03
2018-09-03 22:54,59.84,81.6,25.93,2018/09/03
2018-09-03 23:54,63.43,85.09,27.03,2018/09/03
2018-09-04 0:54,2.61,2.6,0.91,2018/09/04
2018-09-04 1:54,6.37,6.47,2,2018/09/04
2018-09-04 2:54,9.76,10.2,3.1,2018/09/04
2018-09-04 3:54,13.23,13.86,4.19,2018/09/04
2018-09-04 4:54,16.98,17.2,5.29,2018/09/04
2018-09-04 5:54,19.94,20.63,6.38,2018/09/04
2018-09-04 6:54,23.32,24.25,7.47,2018/09/04
2018-09-04 7:54,27.17,28.38,8.56,2018/09/04
2018-09-04 8:54,30.5,31.79,9.65,2018/09/04
2018-09-04 9:54,35.63,35.4,10.74,2018/09/04
2018-09-04 10:54,40.1,39.11,12.14,2018/09/04
2018-09-04 11:54,44.33,43.25,13.55,2018/09/04
2018-09-04 12:54,48.86,48.24,14.95,2018/09/04
2018-09-04 13:54,53.19,53.5,16.13,2018/09/04
2018-09-04 14:54,57.77,58.86,17.22,2018/09/04
2018-09-04 15:54,61.99,63.17,18.42,2018/09/04
2018-09-04 16:54,66.91,66.93,19.81,2018/09/04
2018-09-04 17:54,70.42,70.31,21.17,2018/09/04
2018-09-04 18:54,73.68,73.92,22.56,2018/09/04
2018-09-04 19:54,77.12,78.2,23.91,2018/09/04
2018-09-04 20:54,80.28,82.12,25.15,2018/09/04
2018-09-04 21:54,83.19,85.89,26.25,2018/09/04
2018-09-04 22:54,86.16,89.32,27.35,2018/09/04
2018-09-04 23:54,90.01,92.46,28.45,2018/09/04
2018-09-05 0:54,2.22,2.71,0.92,2018/09/05
2018-09-05 1:54,4.8,6.15,2.02,2018/09/05
2018-09-05 2:54,8.1,9.39,3.12,2018/09/05
2018-09-05 3:54,10.84,12.45,4.22,2018/09/05
2018-09-05 4:54,13.84,15.8,5.32,2018/09/05
2018-09-05 5:54,16.89,19.31,6.42,2018/09/05
2018-09-05 6:54,19.59,22.74,7.52,2018/09/05
2018-09-05 7:54,22.18,26.37,8.62,2018/09/05
2018-09-05 8:54,25.94,29.7,9.72,2018/09/05
2018-09-05 9:54,29.36,33.66,10.84,2018/09/05
2018-09-05 10:54,32.86,37.24,11.97,2018/09/05
2018-09-05 11:54,37.46,42.68,12.95,2018/09/05
2018-09-05 12:54,43.94,47.25,14.12,2018/09/05
2018-09-05 13:54,49.91,51.89,15.34,2018/09/05
2018-09-05 14:54,55.7,56,16.74,2018/09/05
2018-09-05 15:54,61.22,61.39,18.15,2018/09/05
2018-09-05 16:54,65.02,68,19.5,2018/09/05
2018-09-05 17:54,68.85,74.66,20.61,2018/09/05
2018-09-05 18:54,72.51,79.97,21.71,2018/09/05
2018-09-05 19:54,76.63,84.01,22.81,2018/09/05
2018-09-05 20:54,80.54,87.1,23.91,2018/09/05
2018-09-05 21:54,83.97,91.02,25.01,2018/09/05
2018-09-05 22:54,87.4,94.49,26.12,2018/09/05
2018-09-05 23:54,90.36,98.42,27.21,2018/09/05
2018-09-06 0:54,2.81,2.72,0.91,2018/09/06
2018-09-06 1:54,6.31,5.99,2.01,2018/09/06
2018-09-06 2:54,9.71,10.16,3.11,2018/09/06
2018-09-06 3:54,12.61,13.39,4.21,2018/09/06
2018-09-06 4:54,15.38,17.28,5.31,2018/09/06
2018-09-06 5:54,18.57,20.46,6.42,2018/09/06
2018-09-06 6:54,22.13,24.59,7.52,2018/09/06
2018-09-06 7:54,25.43,27.73,8.61,2018/09/06
2018-09-06 8:54,28.86,31.3,9.71,2018/09/06
2018-09-06 9:54,32.38,34.41,10.81,2018/09/06
2018-09-06 10:54,35.99,38.79,11.94,2018/09/06
2018-09-06 11:54,40.44,42.23,13.34,2018/09/06
2018-09-06 12:54,43.59,45.73,14.48,2018/09/06
2018-09-06 13:54,48.16,50.2,15.57,2018/09/06
2018-09-06 14:54,53.02,55.37,16.67,2018/09/06
2018-09-06 15:54,57.25,59.85,18.07,2018/09/06
2018-09-06 16:54,61.88,65.3,19.46,2018/09/06
2018-09-06 17:54,65.45,70.04,20.85,2018/09/06
2018-09-06 18:54,69.32,73.95,22.24,2018/09/06
2018-09-06 19:54,72.21,77.71,23.23,2018/09/06
2018-09-06 20:54,75.8,81.86,24.11,2018/09/06
2018-09-06 21:54,78.66,85.5,25,2018/09/06
2018-09-06 22:54,82.64,89.25,25.89,2018/09/06
2018-09-06 23:54,85.95,92.26,26.78,2018/09/06
2018-09-07 0:54,2.33,2.89,0.73,2018/09/07
2018-09-07 1:54,5.72,6,1.62,2018/09/07
2018-09-07 2:54,8.58,9.53,2.51,2018/09/07
2018-09-07 3:54,12.12,13.18,3.4,2018/09/07
2018-09-07 4:54,15.06,16.28,4.28,2018/09/07
2018-09-07 5:54,17.95,19.88,5.17,2018/09/07
2018-09-07 6:54,20.84,22.97,6.06,2018/09/07
2018-09-07 7:54,24.41,26.29,6.95,2018/09/07
2018-09-07 8:54,27.87,29.99,7.84,2018/09/07
2018-09-07 9:54,31.28,33.77,8.73,2018/09/07
2018-09-07 10:54,34.72,38.48,9.62,2018/09/07
2018-09-07 11:54,38.94,41.92,10.5,2018/09/07
2018-09-07 12:54,45.28,46.23,11.38,2018/09/07
2018-09-07 13:54,51.08,50.14,12.27,2018/09/07
2018-09-07 14:54,57.05,54.24,13.16,2018/09/07
2018-09-07 15:54,62.78,59.19,14.05,2018/09/07
2018-09-07 16:54,68.55,62.89,14.93,2018/09/07
2018-09-07 17:54,74.3,66.73,15.83,2018/09/07
2018-09-07 18:54,80.01,70.75,16.72,2018/09/07
2018-09-07 19:54,85.82,74.43,17.61,2018/09/07
2018-09-07 20:54,91.77,78.91,18.5,2018/09/07
2018-09-07 21:54,97.59,82.27,19.39,2018/09/07
2018-09-07 22:54,101.6,85.73,20.29,2018/09/07
2018-09-07 23:54,104.75,90.03,21.17,2018/09/07
2018-09-08 0:54,2.41,2.54,0.74,2018/09/08
2018-09-08 1:54,5.16,6.15,1.63,2018/09/08
2018-09-08 2:54,8.92,9.72,2.52,2018/09/08
2018-09-08 3:54,11.74,12.84,3.41,2018/09/08
2018-09-08 4:54,14.82,16.27,4.31,2018/09/08
2018-09-08 5:54,17.89,19.79,5.2,2018/09/08
2018-09-08 6:54,20.71,23.08,6.09,2018/09/08
2018-09-08 7:54,23.97,26.21,6.98,2018/09/08
2018-09-08 8:54,27.42,30.2,7.87,2018/09/08
2018-09-08 9:54,30.77,33.61,8.76,2018/09/08
2018-09-08 10:54,34.15,37.13,9.64,2018/09/08
2018-09-08 11:54,37.58,40.21,10.53,2018/09/08
2018-09-08 12:54,41.37,43.69,11.43,2018/09/08
2018-09-08 13:54,44.2,47.35,12.32,2018/09/08
2018-09-08 14:54,48.04,51.01,13.22,2018/09/08
2018-09-08 15:54,51.41,54.41,14.11,2018/09/08
2018-09-08 16:54,54.88,57.55,15,2018/09/08
2018-09-08 17:54,58.51,61.18,15.89,2018/09/08
2018-09-08 18:54,60.99,64.71,16.78,2018/09/08
2018-09-08 19:54,64.1,67.86,17.66,2018/09/08
2018-09-08 20:54,67.88,70.97,18.55,2018/09/08
2018-09-08 21:54,71.31,74.77,19.45,2018/09/08
2018-09-08 22:54,73.97,77.68,20.34,2018/09/08
2018-09-08 23:54,77.38,81.25,21.22,2018/09/08
2018-09-09 0:54,2.18,3.16,0.73,2018/09/09
2018-09-09 1:54,4.77,6.1,1.62,2018/09/09
2018-09-09 2:54,7.79,9.51,2.51,2018/09/09
2018-09-09 3:54,10.33,13.09,3.4,2018/09/09
2018-09-09 4:54,13.66,15.94,4.37,2018/09/09
2018-09-09 5:54,16.03,19.44,5.56,2018/09/09
2018-09-09 6:54,19.41,23.39,6.72,2018/09/09
2018-09-09 7:54,21.9,27.02,7.88,2018/09/09
2018-09-09 8:54,24.92,30.23,9.04,2018/09/09
2018-09-09 9:54,28.16,33.53,10.2,2018/09/09
2018-09-09 10:54,30.91,36.86,11.61,2018/09/09
2018-09-09 11:54,33.98,40.43,13.1,2018/09/09
2018-09-09 12:54,36.82,43.91,14.54,2018/09/09
2018-09-09 13:54,39.45,47.47,15.93,2018/09/09
2018-09-09 14:54,42.24,50.83,17.31,2018/09/09
2018-09-09 15:54,45.16,54.29,18.7,2018/09/09
2018-09-09 16:54,47.6,57.99,20.09,2018/09/09
2018-09-09 17:54,50.73,61.5,21.48,2018/09/09
2018-09-09 18:54,53.54,64.88,22.89,2018/09/09
2018-09-09 19:54,55.7,68.09,24.28,2018/09/09
2018-09-09 20:54,58.72,71.32,25.69,2018/09/09
2018-09-09 21:54,60.92,74.77,27.09,2018/09/09
2018-09-09 22:54,63.41,78.37,28.48,2018/09/09
2018-09-09 23:54,66.32,81.98,29.88,2018/09/09
2018-09-10 0:54,2.24,2.93,1.16,2018/09/10
2018-09-10 1:54,4.66,5.77,2.56,2018/09/10
2018-09-10 2:54,7.12,9.35,3.96,2018/09/10
2018-09-10 3:54,9.49,12.71,5.36,2018/09/10
2018-09-10 4:54,11.76,15.63,6.77,2018/09/10
2018-09-10 5:54,14.3,18.59,8.17,2018/09/10
2018-09-10 6:54,16.58,21.91,9.57,2018/09/10
2018-09-10 7:54,18.69,25.32,10.97,2018/09/10
2018-09-10 8:54,21.76,28.36,12.37,2018/09/10
2018-09-10 9:54,24.1,31.64,13.9,2018/09/10
2018-09-10 10:54,27.62,34.99,15.3,2018/09/10
2018-09-10 11:54,30.38,38.55,16.7,2018/09/10
2018-09-10 12:54,33.24,41.62,18.11,2018/09/10
2018-09-10 13:54,37.64,47.11,19.5,2018/09/10
2018-09-10 14:54,41.28,50.79,20.71,2018/09/10
2018-09-10 15:54,45.78,55.22,21.81,2018/09/10
2018-09-10 16:54,49.36,58.58,22.96,2018/09/10
2018-09-10 17:54,53.22,62.33,24.14,2018/09/10
2018-09-10 18:54,55.9,66.19,25.32,2018/09/10
2018-09-10 19:54,59.17,69.78,26.48,2018/09/10
2018-09-10 20:54,61.78,74.61,27.58,2018/09/10
2018-09-10 21:54,64.68,77.49,28.68,2018/09/10
2018-09-10 22:54,67.76,81.23,29.78,2018/09/10
2018-09-10 23:54,70.3,85.1,30.87,2018/09/10
2018-09-11 0:54,2.54,2.77,0.91,2018/09/11
2018-09-11 1:54,5.13,6.35,2.01,2018/09/11
2018-09-11 2:54,8.04,9.58,3.11,2018/09/11
2018-09-11 3:54,10.55,12.75,4.21,2018/09/11
2018-09-11 4:54,13.67,16.36,5.31,2018/09/11
2018-09-11 5:54,15.83,19.27,6.41,2018/09/11
2018-09-11 6:54,19.12,22.84,7.51,2018/09/11
2018-09-11 7:54,21.44,25.7,8.61,2018/09/11
2018-09-11 8:54,24.62,29.34,9.7,2018/09/11
2018-09-11 9:54,28.04,32.42,10.95,2018/09/11
2018-09-11 10:54,31.75,36.61,12.14,2018/09/11
2018-09-11 11:54,34.26,39.8,13.27,2018/09/11
2018-09-11 12:54,37.74,44.19,14.66,2018/09/11
2018-09-11 13:54,42,47.38,15.98,2018/09/11
2018-09-11 14:54,45.45,51.76,17.36,2018/09/11
2018-09-11 15:54,48.59,55.33,18.6,2018/09/11
2018-09-11 16:54,52.73,59.59,19.89,2018/09/11
2018-09-11 17:54,56.82,62.96,21.25,2018/09/11
2018-09-11 18:54,60.81,66.67,22.65,2018/09/11
2018-09-11 19:54,63.78,70.44,24.23,2018/09/11
2018-09-11 20:54,67,74.13,25.83,2018/09/11
2018-09-11 21:54,69.01,79.2,27.42,2018/09/11
2018-09-11 22:54,72.4,83.99,29.01,2018/09/11
2018-09-11 23:54,74.85,88.87,30.59,2018/09/11
2018-09-12 0:54,2.25,3.24,1.32,2018/09/12
2018-09-12 1:54,4.72,6.55,2.91,2018/09/12
2018-09-12 2:54,7.75,9.73,4.5,2018/09/12
2018-09-12 3:54,10.11,13.28,6.11,2018/09/12
2018-09-12 4:54,13.18,16.09,7.7,2018/09/12
2018-09-12 5:54,15.51,19.62,9.29,2018/09/12
2018-09-12 6:54,18.72,22.93,10.88,2018/09/12
2018-09-12 7:54,21.05,25.99,12.46,2018/09/12
2018-09-12 8:54,24.33,29.64,14.05,2018/09/12
2018-09-12 9:54,27.79,33.26,15.64,2018/09/12
2018-09-12 10:54,31.35,37.07,17.17,2018/09/12
2018-09-12 11:54,34.97,40.47,18.83,2018/09/12
2018-09-12 12:54,38.6,44.44,20.33,2018/09/12
2018-09-12 13:54,42.77,48.73,21.76,2018/09/12
2018-09-12 14:54,46.54,52.36,23.47,2018/09/12
2018-09-12 15:54,50.04,56.75,25.13,2018/09/12
2018-09-12 16:54,53.12,60.85,26.55,2018/09/12
2018-09-12 17:54,56.65,64.98,27.97,2018/09/12
2018-09-12 18:54,60.41,69.13,29.31,2018/09/12
2018-09-12 19:54,62.67,72.74,30.77,2018/09/12
2018-09-12 20:54,65.98,76.44,32.24,2018/09/12
2018-09-12 21:54,68.27,80.38,33.64,2018/09/12
2018-09-12 22:54,71.52,84.22,34.96,2018/09/12
2018-09-12 23:54,72.2,85.61,35.51,2018/09/12
2018-09-13 0:54,2.46,2.85,1.1,2018/09/13
2018-09-13 1:54,4.88,6.07,2.43,2018/09/13
2018-09-13 2:54,8.1,9.24,3.76,2018/09/13
2018-09-13 3:54,10.33,12.77,5.09,2018/09/13
2018-09-13 4:54,13.57,16.18,6.42,2018/09/13
2018-09-13 5:54,16.02,19.14,7.75,2018/09/13
2018-09-13 6:54,18.92,22.63,9.08,2018/09/13
2018-09-13 7:54,21.78,26.18,10.41,2018/09/13
2018-09-13 8:54,25.03,29.22,11.74,2018/09/13
2018-09-13 9:54,28.26,32.74,13.11,2018/09/13
2018-09-13 10:54,31.19,36.42,14.68,2018/09/13
2018-09-13 11:54,34.09,39.58,16.21,2018/09/13
2018-09-13 12:54,37.5,42.96,17.98,2018/09/13
2018-09-13 13:54,40.22,46.88,19.77,2018/09/13
2018-09-13 14:54,43.12,51.26,21.51,2018/09/13
2018-09-13 15:54,46.59,55.67,23.31,2018/09/13
2018-09-13 16:54,49.45,59.82,25.11,2018/09/13
2018-09-13 17:54,53.35,64.19,26.87,2018/09/13
2018-09-13 18:54,56.32,67.97,28.37,2018/09/13
2018-09-13 19:54,60.47,71.95,29.86,2018/09/13
2018-09-13 20:54,64.15,75.69,31.34,2018/09/13
2018-09-13 21:54,66.61,79.64,32.83,2018/09/13
2018-09-13 22:54,68.36,84.89,34.32,2018/09/13
2018-09-13 23:54,70.74,89.55,35.8,2018/09/13
2018-09-14 0:54,1.6,3.89,1.11,2018/09/14
2018-09-14 1:54,4.12,9.06,2.6,2018/09/14
2018-09-14 2:54,6.65,12.34,4.09,2018/09/14
2018-09-14 3:54,8.48,15.26,5.58,2018/09/14
2018-09-14 4:54,11.21,18.67,7.08,2018/09/14
2018-09-14 5:54,13.55,22.22,8.57,2018/09/14
2018-09-14 6:54,15.72,25.16,10.06,2018/09/14
